19-1-6 22:14:26.4|Info|UpdateApp|Starting Radarr Update Client
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-regular.woff for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.4|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/opensans-regular.woff2] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-regular.woff2]
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-regular.woff2 for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.4|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/opensans-semibold.eot] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.eot]
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.eot for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.4|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/opensans-semibold.ttf] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.ttf]
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.ttf for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.4|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/opensans-semibold.woff] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.woff]
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.woff for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.4|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/opensans-semibold.woff2] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.woff2]
19-1-6 22:14:27.4|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/opensans-semibold.woff2 for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/ubuntumono-regular.eot] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.eot]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.eot for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/ubuntumono-regular.ttf] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.ttf]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.ttf for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/ubuntumono-regular.woff] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.woff]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.woff for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Fonts/ubuntumono-regular.woff2] > [/tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.woff2]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Fonts/ubuntumono-regular.woff2 for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Mirror [/opt/radarr/UI/Content/Images] > [/tmp/radarr_update/radarr_backup/UI/Content/Images]
19-1-6 22:14:27.5|Debug|DiskTransferService|Mirror [/opt/radarr/UI/Content/Images/background] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/background]
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/background/logo.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/background/logo.png]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/background/logo.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Mirror [/opt/radarr/UI/Content/Images/favicon] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon]
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-144x144.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-144x144.png]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-144x144.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-192x192.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-192x192.png]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-192x192.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-256x256.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-256x256.png]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-256x256.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.5|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-36x36.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-36x36.png]
19-1-6 22:14:27.5|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-36x36.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-384x384.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-384x384.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-384x384.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-48x48.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-48x48.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-48x48.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-512x512.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-512x512.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-512x512.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-72x72.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-72x72.png]
